year,month,route,stop_id,stop_name,municipality,total_boardings,pct_total_boardings,pct_route_boardings,latitude,longitude
2025,July,5,4254428,Pearl Street at Opposite North Champlain Street,Burlington,1,8.446588000777087e-6,2.2143489813994686e-4,44.480227,-73.218169
2025,July,5,805484,S. Winooski Avenue at Bank Street,Burlington,16,1.351454080124334e-4,0.00354295837023915,44.478387,-73.211225
2025,July,5,805536,Main Street at Pine Street,Burlington,11,9.291246800854795e-5,0.0024357838795394152,44.47588,-73.2159
2025,July,5,805537,Battery Street at College Street,Burlington,21,1.7737834801631881e-4,0.004650132860938884,44.47669,-73.218674
2025,July,5,805538,Battery Street at Cherry Street,Burlington,9,7.601929200699377e-5,0.001992914083259522,44.47899973630009,-73.21883190406265
2025,July,5,805665,Maple Street at St Paul Street,Burlington,53,4.4766916404118557e-4,0.011736049601417184,44.473688,-73.213657
2025,July,5,805724,Opposite 230 St Paul Street,Burlington,212,0.0017906766561647423,0.046944198405668734,44.4725758663786,-73.21387942650665
2025,July,5,805726,Pine Street Opposite Pine Place (Old Greyhound),Burlington,31,2.618442280240897e-4,0.006864481842338352,44.469792,-73.215209
2025,July,5,805727,Pine Street at Opposite Howard Street,Burlington,41,3.4631010803186054e-4,0.00907883082373782,44.46707,-73.215043
2025,July,5,805728,Pine Street at Burlington Electric Dept.,Burlington,88,7.432997440683836e-4,0.019486271036315322,44.463529,-73.214778
2025,July,5,805729,Pine Street at Opposite Birchcliff Parkway,Burlington,35,2.95630580027198e-4,0.00775022143489814,44.459138,-73.214493
2025,July,5,805730,Pine Street at Long Trail Phys. Therapy,Burlington,47,0.00039698963603652303,0.010407440212577503,44.457489,-73.214395
2025,July,5,805731,Howard Center,Burlington,57,4.8145551604429393e-4,0.012621789193976971,44.45587805178482,-73.21433236507835
2025,July,5,805732,Pine Street at Lyman Avenue,Burlington,43,3.632032840334147e-4,0.009521700620017715,44.453353,-73.214448
2025,July,5,805733,Pine Street at Home Avenue,Burlington,75,6.334941000582815e-4,0.016607617360496013,44.451123,-73.214484
2025,July,5,805734,Green Mountain Transit Office,Burlington,4,3.378635200310835e-5,0.00088573959255978745,44.450385,-73.219485
2025,July,5,805738,Opposite Howard Center,Burlington,98,8.277656240761544e-4,0.021700620017714792,44.456046,-73.214158
2025,July,5,805739,Champlain School (Pine Street),Burlington,75,6.334941000582815e-4,0.016607617360496013,44.45695374427129,-73.21422196016476
2025,July,5,805740,Pine Street at Birchcliff Parkway,Burlington,141,0.0011909689081095692,0.031222320637732507,44.459553,-73.214401
2025,July,5,805745,Pine Street at Locust Street,Burlington,477,0.0040290224763706705,0.10562444641275465,44.462799,-73.214615
2025,July,5,805746,Pine Street at Howard Street,Burlington,140,0.001182522320108792,0.03100088573959256,44.467066,-73.214898
2025,July,5,805747,230 St Paul Street,Burlington,253,0.0021369867641966027,0.05602302922940655,44.472639,-73.213734
2025,July,5,805906,S. Winooski Avenue at King Street,Burlington,2,1.6893176001554174e-5,4.428697962798937e-4,44.475317956005064,-73.21098945119671
2025,July,5,805918,Pine Street at Lakeside Avenue (Cumberland Farms),Burlington,54,4.5611575204196266e-4,0.011957484499557131,44.460789,-73.214604
2025,July,6,2562322,Downtown Transit Center,Burlington,5391,0.045535555912189274,0.2915157086465149,44.479731,-73.214298
2025,July,6,4209791,Shelburne Road at Harrington Ave,Shelburne,385,0.003251936380299178,0.020818688152273834,44.38334592099598,-73.22639409692734
2025,July,6,4254393,Shelburne Road at Opposite Prospect Parkway,Burlington,46,3.8854304803574594e-4,0.002487427675336614,44.457375999999996,-73.20848
2025,July,6,4254428,Pearl Street at Opposite North Champlain Street,Burlington,2,1.6893176001554174e-5,1.0814902936246147e-4,44.480227,-73.218169
2025,July,6,805484,S. Winooski Avenue at Bank Street,Burlington,1285,0.010853865580998556,0.0694857513653815,44.478387,-73.211225
2025,July,6,805534,Main Street at S Union Street,Burlington,26,2.1961128802020424e-4,0.0014059373817119991,44.47612,-73.20933
2025,July,6,805537,Battery Street at College Street,Burlington,3,2.5339764002331257e-5,1.622235440436922e-4,44.47669,-73.218674
2025,July,6,805539,S Union Street at Adams Street,Burlington,341,0.0028802865082649862,0.01843940950629968,44.47232,-73.20881
