year,month,route,stop_id,stop_name,total_boardings,latitude,longitude
2025,October,4,805854,River Road at #213,1,44.47903,-73.05348
2025,October,4,805855,River Road at #195,15,44.47912,-73.05692
2025,October,4,805856,River Road at Greenfield Road,13,44.47912,-73.0587
2025,October,4,805857,River Road at #157,3,44.47962,-73.0638
2025,October,4,805860,River Road at Valleyview Drive,1,44.483526,-73.079358
2025,October,4,805861,Maple Street at Rivendell Drive,2,44.484747,-73.096712
2025,October,4,805862,Maple Street at Lawton School,4,44.48602,-73.0998
2025,October,4,805863,Maple Street at Mansfield Avenue,2,44.48803,-73.10397
2025,October,4,805865,Maple Street at East Street,4,44.489608,-73.107468
2025,October,4,805866,Maple Street at Railroad Street (Bushey's Sunoco),2,44.49012,-73.10942
2025,October,4,805887,Sand Hill Road at Greenbriar Road,7,44.485313462223864,-73.04992254389322
2025,October,4,805913,Educational Drive at Main Street,73,44.494117,-73.106157
2025,October,4,805914,Essex Experience at McDonalds,84,44.5076267390293,-73.0860646551367
2025,October,4,805915,Sand Hill Road at Tanglewood Road,11,44.5057,-73.053
2025,October,4,805916,River Road at Pinewood Plaza,3,44.48340130629136,-73.08151838214587
2025,October,4,806006,Essex Experience,47,44.507,-73.08072
2025,October,4,806012,River Road at Citgo,6,44.483426,-73.084564
2025,October,4,806037,Main Street at Brickyard Road,4,44.495989,-73.102014
2025,October,4,806038,River Road at Maple Street,3,44.48417,-73.09515
2025,October,4,806070,River Road at Opposite #30,3,44.48357,-73.08663
2025,October,5,2562322,Downtown Transit Center,2621,44.479731,-73.214298
2025,October,5,2573649,194 St Paul Street (Eagles Landing),89,44.474220989280326,-73.21381420717712
2025,October,5,4251888,Champlain Parkway at Home Ave,337,44.45162405,-73.217689578
2025,October,5,4251889,Champlain Parkway at Flynn Ave,198,44.455390433,-73.217056133
2025,October,5,4251891,Pine Street at Kilburn Street,96,44.470969443,-73.21518026
2025,October,5,4254428,Pearl Street at Opposite North Champlain Street,1,44.480227,-73.218169
2025,October,5,805484,S. Winooski Avenue at Bank Street,267,44.478387,-73.211225
2025,October,5,805536,Main Street at Pine Street,2,44.47588,-73.2159
2025,October,5,805537,Battery Street at College Street,113,44.4766,-73.21867
2025,October,5,805538,Battery Street at Cherry Street,20,44.47899973630009,-73.21883190406265
2025,October,5,805665,Maple Street at St Paul Street,95,44.473688,-73.213657
2025,October,5,805724,Opposite 230 St Paul Street,126,44.4725758663786,-73.21387942650665
2025,October,5,805726,Pine Street Opposite Pine Place (Old Greyhound),48,44.469792,-73.215209
2025,October,5,805727,Pine Street at Opposite Howard Street,43,44.46707,-73.215043
2025,October,5,805728,Pine Street at Burlington Electric Dept.,75,44.463529,-73.214778
2025,October,5,805729,Pine Street at Opposite Birchcliff Parkway,41,44.459138,-73.214493
2025,October,5,805730,Pine Street at Long Trail Phys. Therapy,45,44.457489,-73.214395
2025,October,5,805731,Howard Center,55,44.45587805178482,-73.21433236507835
2025,October,5,805732,Pine Street at Lyman Avenue,130,44.453353,-73.214448
2025,October,5,805733,Pine Street at Home Avenue,224,44.451123,-73.214484
2025,October,5,805734,Green Mountain Transit Office,7,44.450385,-73.219485
2025,October,5,805738,Opposite Howard Center,257,44.456046,-73.214158
2025,October,5,805739,Champlain School (Pine Street),192,44.45695374427129,-73.21422196016476
2025,October,5,805740,Pine Street at Birchcliff Parkway,156,44.459553,-73.214401
2025,October,5,805745,Pine Street at Locust Street,490,44.462799,-73.214615
2025,October,5,805746,Pine Street at Howard Street,212,44.467066,-73.214898
2025,October,5,805747,230 St Paul Street,276,44.472639,-73.213734
2025,October,5,805906,S. Winooski Avenue at King Street,83,44.475317956005064,-73.21098945119671
2025,October,5,805918,Pine Street at Lakeside Avenue (Cumberland Farms),89,44.460789,-73.214604
2025,October,6,2562322,Downtown Transit Center,5811,44.479731,-73.214298
2025,October,6,4209791,Shelburne Road at Harrington Ave,232,44.38334592099598,-73.22639409692734
2025,October,6,4254393,Shelburne Road at Opposite Prospect Parkway,31,44.457375999999996,-73.20848
2025,October,6,805484,S. Winooski Avenue at Bank Street,989,44.478387,-73.211225
2025,October,6,805534,Main Street at S Union Street,22,44.47612,-73.20933
2025,October,6,805535,Main Street at Church Street,2,44.47602,-73.21237
2025,October,6,805536,Main Street at Pine Street,1,44.47588,-73.2159
2025,October,6,805537,Battery Street at College Street,1,44.4766,-73.21867
2025,October,6,805539,S Union Street at Adams Street,128,44.47232,-73.20881
2025,October,6,805540,S Union Street at Spruce Street,88,44.470663162357646,-73.20874371616048
2025,October,6,805541,S Union Street at Howard Street,127,44.467451748434605,-73.20807407799322
2025,October,6,805542,S Union Street at St Paul Street,107,44.465256,-73.207703
2025,October,6,805544,Shelburne Road at Opposite Hoover Street,58,44.46058,-73.20817
2025,October,6,805545,Shelburne Road at Birchcliff Parkway,33,44.45862,-73.208362
2025,October,6,805546,Shelburne Road at Burlington Subaru,21,44.456321,-73.20858
2025,October,6,805547,Shelburne Road at Ferguson Avenue,19,44.453955,-73.208797
2025,October,6,805548,Shelburne Road at Lyman Avenue,12,44.45298,-73.20883
2025,October,6,805549,Shelburne Road at Scarff Avenue,41,44.451904,-73.208988
2025,October,6,805550,Shelburne Road at Home Avenue,568,44.450357,-73.209121
2025,October,6,805551,Shelburne Road at Queen City Parkway,40,44.445006,-73.209668
2025,October,6,805552,Shelburne Road at Opposite Brewer Parkway,143,44.44257,-73.20993
2025,October,6,805553,Shelburne Road at Fayette Road,123,44.436915,-73.210534
2025,October,6,805554,Shelburne Road at Holmes Road,20,44.43293,-73.211
2025,October,6,805555,Shelburne Road at Bartlett Bay Road,10,44.42803,-73.21152
2025,October,6,805556,Shelburne Road at Harbor View Road,40,44.42382,-73.21195
2025,October,6,805557,Shelburne Road at Opposite Allen Road,33,44.42202,-73.21215
2025,October,6,805558,Shelburne Road at Pine Haven Shores Road,19,44.4188,-73.2127
2025,October,6,805559,Shelburne Road at Opposite Martindale,23,44.4167,-73.2134
2025,October,6,805560,Shelburne Road at Palmer Court,20,44.41318,-73.21455
2025,October,6,805561,Shelburne Road at Lakeview Drive,42,44.41193,-73.21497
2025,October,6,805563,Shelburne Road at Bay Road,51,44.4057,-73.21698
2025,October,6,805564,Shelburne Road at Green Mountain Kenworth,13,44.40277,-73.2179
2025,October,6,805565,Shelburne Road at Tenneybrook Square,5,44.40097,-73.21848
2025,October,6,805566,Shelburne Road at Opposite Longmeadow Drive (The Commons),45,44.3959070841938,-73.2201433163049
2025,October,6,805568,Shelburne Road at Town Office,46,44.37908,-73.22825
2025,October,6,805569,Shelburne Museum,82,44.37672,-73.22913
2025,October,6,805570,Shelburne Road at Museum Main Gate,45,44.37188,-73.23092
2025,October,6,805571,Marsett Road at Green Hills Drive,70,44.36972,-73.22888
2025,October,6,805572,Marsett Road at Maplewood Drive,40,44.36992,-73.22743
2025,October,6,805573,Marsett Road at Falls Roadd,14,44.370314,-73.224723
2025,October,6,805574,Falls Road at Shelburne Shopping Park,240,44.37948,-73.22692
2025,October,6,805576,Shelburne Road at Webster Road,56,44.38762,-73.22465
2025,October,6,805577,Shelburne Road at Dutch Mill,170,44.3937,-73.22055
2025,October,6,805578,Shelburne Road at Longmeadow Drive,173,44.39648,-73.21962
2025,October,6,805579,Shelburne Road at Opposite Tenneybrook,65,44.40157,-73.218
2025,October,6,805580,Shelburne Road at Opposite Shed Sales Antiques,54,44.40338,-73.21745
2025,October,6,805581,Shelburne Road at Executive Drive,269,44.40637,-73.2165
2025,October,6,805583,Shelburne Road at Hullcrest Road,174,44.41257684917089,-73.21445643594137
2025,October,6,805584,Shelburne Road at Juniper Ridge,99,44.41375,-73.21407
2025,October,6,805585,Shelburne Road at Martindale Road,192,44.41737,-73.21288
2025,October,6,805586,Shelburne Road at Locust Hill,163,44.41945,-73.21218
2025,October,6,805587,Shelburne Road at Allen Road,407,44.4227,-73.21175
2025,October,6,805588,Shelburne Road at Green Mtn. Drive,208,44.42875,-73.21112
2025,October,6,805589,Shelburne Road at IDX Drive,177,44.43377,-73.21058
2025,October,6,805590,Shelburne Road at Sleepquarters,128,44.4351,-73.21048
2025,October,6,805591,Shelburne Road at MacIntosh Drive,244,44.43715,-73.21028
2025,October,6,805592,Shelburne Road at Baldwin Avenue,436,44.438626,-73.210108
2025,October,6,805593,Shelburne Road at Laurel Hill Drive,329,44.441249,-73.20983
2025,October,6,805594,Shelburne Road at Lindenwood Drive,447,44.444169,-73.209501
2025,October,6,805595,Shelburne Road at Farrell Street,2136,44.450421,-73.208905
2025,October,6,805596,Shelburne Road at Hadley Road,284,44.452346,-73.208731
2025,October,6,805597,Shelburne Road at Proctor Avenue,167,44.4549625141176,-73.2084395754862
2025,October,6,805598,Shelburne Road at Kinney Drugs,158,44.456778,-73.208325
2025,October,6,805599,Shelburne Road at Clymer Street,117,44.458365,-73.208201
2025,October,6,805600,Shelburne Road at Adams Court,224,44.4615,-73.20788
2025,October,6,805601,South Union Street at Opposite Saint Paul Street,151,44.465356,-73.207568
2025,October,6,805602,S Union Street at Howard Street,87,44.4672,-73.20783
2025,October,6,805603,S Union Street at Bayview Court,35,44.46843,-73.20813
2025,October,6,805604,S Union Street at Spruce Street,29,44.470452,-73.208604
2025,October,6,805605,S Union Street at Maple Street,17,44.47378,-73.2088
2025,October,6,805606,S Union Street at Opposite King Street,10,44.47498,-73.20885
2025,October,6,805871,Shelburne Road at Flynn Avenue,43,44.455267466135794,-73.20861765878698
2025,October,6,805872,Shelburne Road at Hannaford Drive (Olive Garden),93,44.440723,-73.210134
2025,October,6,805873,Shelburne Road at Opposite Baldwin Avenue,64,44.438538,-73.210366
2025,October,6,805876,S Union Street at Opposite Bayview Street,108,44.4685615194674,-73.2083037554183
2025,October,6,805889,Falls Road at LaPlatte Circle,95,44.3722,-73.22502
